bush, 1990, bush, 1991, shrub; hedge; plant; flora; scrub; vegetation; undergrowth; woodland; sapling; thicket
merkel, 2009, merkel, 2008, Chancellor; Germany; leader; politics; German; Angela; CDU; policy; government; Europe
merkel, 2009, merkel, 2010, Obama; Sarkozy; Brown; Berlusconi; Putin; Harper; Hu; Singh; Erdogan; Lula
merkel, 2009, merkel, 2011, Obama; Sarkozy; Brown; Harper; Berlusconi; Medvedev; Cameron; Hollande; Merkel; Gillard
merkel, 2009, merkel, 2012, Obama; Sarkozy; Brown; Cameron; Berlusconi; Harper; Medvedev; Hollande; May; Clinton
merkel, 2009, merkel, 2013, Obama; Sarkozy; Brown; Berlusconi; Harper; Medvedev; Clinton; Blair; Bush; Cameron
merkel, 2009, merkel, 2014, Obama; Sarkozy; Brown; Harper; Berlusconi; Medvedev; Cameron; Renzi; Hollande; Abbott
merkel, 2009, merkel, 2015, Obama; Sarkozy; Cameron; Berlusconi; Harper; Medvedev; Hollande; Erdogan; Abbott; Singh
merkel, 2009, merkel, 2016, Obama; Sarkozy; Brown; Berlusconi; Harper; Medvedev; Cameron; Zuma; Lula;
merkel, 2010, kohl, 1990, Kohl; Thatcher; Mitterrand; Reagan; Gorbachev; Major; Bush; Nakasone; Mul
merkel, 2010, kohl, 1991, Kohl; chancellor; Germany; politician; leader; government; federal; Christian; democratic; union
merkel, 2010, kohl, 1992, Kohl; chancellor; Germany; politician; Helmut; leader; German; politics; government; CDU
merkel, 2010, kohl, 1993, Kohl; Bundeskanzler; Ostpolitik; Wiedervereinigung; CDU; Helmut; Sta
merkel, 2010, kohl, 1994, Kohl; chancellor; Germany; leader; politics; government; German; CDU; federal; policy
merkel, 2010, kohl, 1995, Kohl; chancellor; Germany; politician; Helmut; leadership; political; federal; government; German
merkel, 2010, kohl, 1996, Kohl; Chancellor; Germany; politician; Helmut; German; leader; political; government; Europe
merkel, 2010, kohl, 1997, Kohl; Schröder; Chirac; Blair; Clinton; Mitterrand; Major; Yeltsin
merkel, 2010, merkel, 2005, schroeder; chancellor; germany; german; politician; politics; leader; europe; government; berlin
merkel, 2010, merkel, 2006, schroeder; chancellor; german; germany; politics; leader; government; angela; bundestag; europe
merkel, 2010, merkel, 2007, Chancellor; Germany; Angela; political; leader; CDU; Berlin; governance; European; politician
merkel, 2010, merkel, 2008, Sarkozy; Brown; Berlusconi; Medvedev; Harper; Zapatero; Lula; Putin;
merkel, 2010, merkel, 2009, Merkel; Angela Merkel; Chancellor; German Chancellor; Germany; Berlin; CDU; politics; European Union; leader
merkel, 2010, merkel, 2011, sarkozy; obama; cameron; putin; berlusconi; hollande; zapatero;
merkel, 2010, merkel, 2012, Obama; Cameron; Sarkozy; Berlusconi; Putin; Hollande; May; Harper; Renzi; Bush
merkel, 2010, merkel, 2013, Merkel; Angela Merkel; Chancellor; Germany; German Chancellor; Angela; CDU; Bundeskanzler; European
merkel, 2010, merkel, 2014, Obama; Cameron; Harper; Hollande; Putin; Sarkozy; Berlusconi; Netanyahu; Erdogan; Gillard
merkel, 2010, merkel, 2015, Obama; Hollande; Cameron; Sarkozy; Putin; Berlusconi; May; Harper; Renzi; Lula
merkel, 2010, merkel, 2016, Obama; Cameron; Sarkozy; Berlusconi; Harper; Hollande; May; Renzi; Putin; Erdogan
merkel, 2011, kohl, 1990, Kohl; Thatcher; Mitterrand; Gorbachev; Bush; Major; Honecker; Yeltsin
merkel, 2011, kohl, 1991, Kohl; Thatcher; Mitterrand; Bush; Gorbachev; Major; Mulroney; Clinton; Y
merkel, 2011, kohl, 1992, Kohl; chancellor; Germany; leader; politics; Bundestag; Helmut; policy; federal; government
merkel, 2011, kohl, 1993, Kohl; chancellor; Germany; politician; leader; German; political; Bundeskanzler; governance; Europe
merkel, 2011, kohl, 1994, Kohl; Chancellor; Germany; leader; politics; government; reunification; European; policy; conservative
merkel, 2011, kohl, 1995, Kohl; chancellor; Germany; politician; leader; government; federal; European; policy; unity
merkel, 2011, kohl, 1996, Kohl; chancellor; Germany; politician; leader; federal; Christian; democratic; union; government
merkel, 2011, kohl, 1997, Kohl; Schröder; chancellor; Germany; political; leader; government; European; policy; conservative
merkel, 2011, merkel, 2005, Chancellor; Germany; Angela; politician; leader; German; politics; Bundeskanzler; CDU; Europe
merkel, 2011, merkel, 2006, Schroeder; Kohl; chancellor; Germany; politics; leader; CDU; political; federal; government
merkel, 2011, merkel, 2007, Merkel; Angela Merkel; German Chancellor; Germany; chancellor; Bundeskanzler; politics; European leader; EU
merkel, 2011, merkel, 2008, chancellor; Germany; Angela; political; leader; politics; European; German; leadership; Europe
merkel, 2011, merkel, 2009, Merkel; Angela Merkel; Chancellor; German Chancellor; Germany; Bundeskanzler; CDU; Angela; politics
merkel, 2011, merkel, 2010, Sarkozy; Cameron; Obama; Putin; Berlusconi; Hollande; Brown; Harper; Lula; Singh
merkel, 2011, merkel, 2012, Merkel; Angela Merkel; Chancellor; German Chancellor; Germany; CDU; European leader; politician; Bundestag
merkel, 2011, merkel, 2013, Obama; Cameron; Sarkozy; Berlusconi; Harper; Hollande; Putin; Erdogan; Netanyahu; Rousseff
merkel, 2011, merkel, 2014, Merkel; Angela Merkel; Chancellor; Germany; German Chancellor; Bundeskanzlerin; politics; European Union;
merkel, 2011, merkel, 2015, Merkel; Angela Merkel; Chancellor; German Chancellor; Germany; Berlin; Bundeskanzler; CDU; European
merkel, 2011, merkel, 2016, Merkel; Angela Merkel; Chancellor; German Chancellor; Germany; Bundeskanzler; CDU; European politics;
merkel, 2012, kohl, 1990, Thatcher; Kohl; Mitterrand; Reagan; Gorbachev; Bush; Major; Yeltsin;
merkel, 2012, kohl, 1991, Kohl; chancellor; Germany; politician; leader; government; Helmut; federal; Christian; Democracy
merkel, 2012, kohl, 1992, Kohl; chancellor; Germany; leader; politician; government; Berlin; Bundeskanzler; German; CDU
merkel, 2012, kohl, 1993, Kohl; chancellor; Germany; politician; leader; government; federal; German; politics; Helmut
merkel, 2012, kohl, 1994, Kohl; chancellor; Germany; leader; political; Helmut; federal; government; Christian; democracy
merkel, 2012, kohl, 1995, Kohl; Major; Schroeder; Mitterrand; Clinton; Thatcher; Yeltsin; Chirac; Bush
merkel, 2012, kohl, 1996, Kohl; Schröder; Chirac; Major; Clinton; Yeltsin; Blair; Bush; Az
merkel, 2012, kohl, 1997, Kohl; chancellor; Germany; politician; leader; German; federal; Christian; Europe; policy
merkel, 2012, merkel, 2005, Blair; Bush; Schroeder; Chirac; Berlusconi; Putin; Clinton; Lula; Sarkozy
merkel, 2012, merkel, 2006, Chancellor; Germany; Angela; leadership; European; politics; CDU; government; policy; Federal
merkel, 2012, merkel, 2007, Chancellor; Angela; Germany; leader; politician; Bundeskanzlerin; CDU; European; German; governance
merkel, 2012, merkel, 2008, Chancellor; Germany; Angela; Berlusconi; Sarkozy; Obama; Blair; European; politics; leader
merkel, 2012, merkel, 2009, Merkel; Angela Merkel; Chancellor; Germany; German Chancellor; political leader; Bundeskanzlerin; European politics
merkel, 2012, merkel, 2010, Sarkozy; Cameron; Hollande; Berlusconi; Obama; Putin; Blair; Harper; Renzi; Brown
merkel, 2012, merkel, 2011, Sarkozy; Cameron; Hollande; Obama; Berlusconi; Putin; May; Blair; Renzi; Bush
merkel, 2012, merkel, 2013, Obama; Hollande; Cameron; Putin; Harper; Sarkozy; Berlusconi; Renzi; Rousseff; Singh
merkel, 2012, merkel, 2014, Merkel; Angela Merkel; Chancellor; Germany; German Chancellor; Bundeskanzlerin; Angela; CDU;
merkel, 2012, merkel, 2015, Merkel; Angela Merkel; Chancellor; German Chancellor; Germany; Berlin; CDU; European politics; leadership; politician
merkel, 2012, merkel, 2016, Obama; Hollande; Cameron; Putin; Erdogan; Berlusconi; Sarkozy; May; Abe; Netanyahu
merkel, 2013, kohl, 1990, Kohl; chancellor; Germany; politician; leader; government; Helmut; federal; Christian Democratic Union; West Germany
merkel, 2013, kohl, 1991, Kohl; chancellor; Germany; politician; leader; German; Helmuth; governance; policy; Christian Democrat
merkel, 2013, kohl, 1992, Kohl; chancellor; Germany; leader; political; government; Bundeskanzler; German; politics; unity
merkel, 2013, kohl, 1993, Kohl; Thatcher; Mitterrand; Chirac; Reagan; Gorbachev; Bush; Major; Clinton
merkel, 2013, kohl, 1994, Kohl; Chancellor; Germany; Berlin; Politician; Leadership; Bundeskanzler; German; Government; CDU
merkel, 2013, kohl, 1995, Kohl; chancellor; Germany; politician; leader; federal; Helmut; government; European; policy
merkel, 2013, kohl, 1996, Kohl; chancellor; Germany; politician; Helmut; leader; German; federal; politics; government
merkel, 2013, kohl, 1997, Kohl; Schröder; Blair; Chirac; Clinton; Yeltsin; Major; Bush; Az
merkel, 2013, merkel, 2005, Schroeder; Blair; Bush; Chirac; Sarkozy; Putin; Berlusconi; Clinton; Kohl
merkel, 2013, merkel, 2006, Schroeder; Kohl; chancellor; Germany; politician; leadership; Berlin; European; CDU; government
merkel, 2013, merkel, 2007, Chancellor; Germany; Angela; Bundeskanzlerin; CDU; German; leader; political; Europe; government
merkel, 2013, merkel, 2008, Sarkozy; Brown; Berlusconi; Bush; Harper; Medvedev; Barroso; Biden; Ahmad
merkel, 2013, merkel, 2009, Schroeder; Kohl; Sarkozy; Blair; Mitterrand; Chirac; Berlusconi; Major
merkel, 2013, merkel, 2010, chancellor; Germany; leader; Angela; politician; German; political; Europe; governance; policy
merkel, 2013, merkel, 2011, Obama; Sarkozy; Cameron; Hollande; Putin; Berlusconi; Harper; Rousseff; Singh; Erdogan
merkel, 2013, merkel, 2012, Obama; Sarkozy; Cameron; Hollande; Putin; Berlusconi; Netanyahu; Harper; Rousseff; Erdogan
merkel, 2013, merkel, 2014, Obama; Putin; Cameron; Hollande; Netanyahu; Erdogan; Rousseff; Harper; Berlusconi; Singh
merkel, 2013, merkel, 2015, Merkel; Angela Merkel; German Chancellor; Bundeskanzlerin; Germany’s Chancellor; Angela; CDU Leader
merkel, 2013, merkel, 2016, Merkel; Angela Merkel; German Chancellor; Germany; CDU; European Union; politics; leader; Chancellor; Berlin
merkel, 2014, kohl, 1990, Kohl; Thatcher; Mitterrand; Bush; Gorbachev; Major; Reagan; Honecker; Nak
merkel, 2014, kohl, 1991, Kohl; chancellor; Germany; political; leader; reunification; German; policy; governance; Europe
merkel, 2014, kohl, 1992, Kohl; chancellor; Germany; politician; leader; German; federal; governance; political; Helmut
merkel, 2014, kohl, 1993, Kohl; chancellor; Germany; politician; leader; German; political; leadership; government; Bundeskanzler
merkel, 2014, kohl, 1994, Kohl; Major; Mitterrand; Bush; Clinton; Yeltsin; Chancellor; Leader; Politician; States
merkel, 2014, kohl, 1995, Kohl; Thatcher; Mitterrand; Major; Clinton; Bush; Blair; Schröder; Yeltsin
merkel, 2014, kohl, 1996, Kohl; Schröder; chancellor; Germany; politician; leadership; government; Europe; policy; diplomacy
merkel, 2014, kohl, 1997, Kohl; Schroeder; Chirac; Blair; Clinton; Yeltsin; Major; Mitterrand; Bush
merkel, 2014, merkel, 2005, Schroeder; Kohl; Mitterrand; Thatcher; Blair; Chirac; Berlusconi; Sarkozy
merkel, 2014, merkel, 2006, Angela; chancellor; Germany; politician; CDU; leader; Berlin; European; government; politics
merkel, 2014, merkel, 2007, Angela Merkel; Chancellor; Germany; European Union; politics; leader; Berlin; diplomacy; eurozone; governance
merkel, 2014, merkel, 2008, Sarkozy; Berlusconi; Blair; Putin; Chirac; Bush; Schroeder; Brown; Harper;
merkel, 2014, merkel, 2009, Angela Merkel; Chancellor; Germany; Berlin; European Union; politics; leader; government; CDU; stateswoman
merkel, 2014, merkel, 2010, Obama; Sarkozy; Berlusconi; Harper; Cameron; Medvedev; Hollande; Lula; Renzi;
merkel, 2014, merkel, 2011, Obama; Sarkozy; Cameron; Berlusconi; Hollande; Harper; Medvedev; Gillard; Lula;
merkel, 2014, merkel, 2012, Obama; Putin; Cameron; Hollande; Berlusconi; Sarkozy; Biden; Harper; Erdogan; Abbott
merkel, 2014, merkel, 2013, Merkel; Angela Merkel; Chancellor; German Chancellor; Angela; Germany; Bundeskanzlerin; European leader;
merkel, 2014, merkel, 2015, Merkel; Angela Merkel; Chancellor; German Chancellor; Germany; Bundeskanzlerin; CDU; European leader
merkel, 2014, merkel, 2016, Obama; Hollande; Cameron; Trudeau; May; Putin; Erdogan; Renzi; Netanyahu; Modi
merkel, 2015, kohl, 1990, Kohl; Mitterrand; Thatcher; Gorbachev; Bush; Major; Honecker; Reagan; Mul
merkel, 2015, kohl, 1991, Kohl; chancellor; Germany; leader; politics; Bundestag; federal; CDU; government; Europe
merkel, 2015, kohl, 1992, Kohl; chancellor; Germany; leader; politics; government; federal; CDU; West Germany; politician.
merkel, 2015, kohl, 1993, Kohl; chancellor; Germany; politician; leader; government; German; political; federal; Christian Democratic Union
merkel, 2015, kohl, 1994, Kohl; chancellor; Germany; leader; politics; Helmut; federal; government; Christian; Democratic
merkel, 2015, kohl, 1995, Kohl; Chancellor; Germany; Helmut; Bundeskanzler; political leader; German reunification; European politics;
merkel, 2015, kohl, 1996, Kohl; Schroeder; Clinton; Major; Blair; Chirac; Yeltsin; Bush; Mitterrand
merkel, 2015, kohl, 1997, Kohl; Schroeder; Chirac; Blair; Clinton; Major; Yeltsin; Mitterrand; Ber
merkel, 2015, merkel, 2005, schroeder; chancellor; germany; politics; leader; government; bundeskanzler; federal; policy; conservative
merkel, 2015, merkel, 2006, schroeder; koehler; chancellery; kohl; spd; cdu; bundestag; german;
merkel, 2015, merkel, 2007, Merkel; Angela; chancellor; Germany; politician; German; leader; political; Bundeskanzler; EU
merkel, 2015, merkel, 2008, Bush; Sarkozy; Blair; Obama; Chirac; Putin; Medvedev; Berlusconi; Brown;
merkel, 2015, merkel, 2009, Obama; Sarkozy; Brown; Medvedev; Berlusconi; Harper; Singh; Lula; Cameron; Gill
merkel, 2015, merkel, 2010, Obama; Sarkozy; Cameron; Harper; Medvedev; Berlusconi; Hollande; Erdogan; Rousseff; Singh
merkel, 2015, merkel, 2011, sarkozy; obama; cameron; berlusconi; putin; medvedev; zuma; g
merkel, 2015, merkel, 2012, Obama; Cameron; Hollande; Putin; Netanyahu; Erdogan; Berlusconi; Harper; Rousseff; Singh
merkel, 2015, merkel, 2013, Obama; Hollande; Cameron; Putin; Erdogan; Harper; Renzi; Rousseff; Netanyahu; Abe
merkel, 2015, merkel, 2014, Obama; Cameron; Hollande; Putin; Harper; Renzi; Erdogan; Abbott; Modi; Rousseff
merkel, 2015, merkel, 2016, Merkel; Angela Merkel; Chancellor; Germany; Bundeskanzlerin; Berlin; German Chancellor; CDU;
merkel, 2016, kohl, 1990, Kohl; Thatcher; Reagan; Bush; Gorbachev; Major; Mitterrand; Delors; Gonzalez;
merkel, 2016, kohl, 1991, Kohl; Thatcher; Bush; Gorbachev; Mitterrand; Major; Yeltsin; Clinton; Mul
merkel, 2016, kohl, 1992, Kohl; chancellor; Germany; politician; leader; government; CDU; Europe; policy; unity
merkel, 2016, kohl, 1993, Kohl; Chancellor; Bundeskanzler; Germany; leader; German; politics; government; Helmut; coalition
merkel, 2016, kohl, 1994, Kohl; Blair; Clinton; Yeltsin; Major; Mitterrand; Chirac; Schroeder; Bush
merkel, 2016, kohl, 1995, Kohl; Clinton; Major; Yeltsin; Chirac; Thatcher; Mitterrand; Bush; Gorb
merkel, 2016, kohl, 1996, Kohl; chancellor; Germany; politician; leader; Schroeder; CDU; Helmut; government; Helmut Koh
merkel, 2016, kohl, 1997, Kohl; Schmidt; Brandt; Adenauer; Schroeder; Mitterrand; Thatcher; Blair; Chir
merkel, 2016, merkel, 2005, Schroeder; Chirac; Blair; Bush; Kohl; Sarkozy; Berlusconi; Putin; Howard
merkel, 2016, merkel, 2006, Schroeder; Blair; Sarkozy; Bush; Kohl; Chirac; Hollande; Obama; Putin; Ber
merkel, 2016, merkel, 2007, Bush; Blair; Sarkozy; Harper; Berlusconi; Chirac; Schroeder; Lula; Singh;
merkel, 2016, merkel, 2008, Angela Merkel; Chancellor; Germany; European Union; politics; leader; Berlin; CDU; diplomacy; NATO
merkel, 2016, merkel, 2009, Obama; Sarkozy; Brown; Harper; Berlusconi; Medvedev; Lula; Cameron; Singh; Gill
merkel, 2016, merkel, 2010, Obama; Harper; Sarkozy; Cameron; Berlusconi; Hollande; Putin; Blair; Bush; Brown
merkel, 2016, merkel, 2011, sarkozy; berlusconi; cameron; obama; putin; hollande; medvedev;
merkel, 2016, merkel, 2012, Obama; Sarkozy; Hollande; Cameron; Putin; Berlusconi; Erdogan; Harper; Lula; Singh
merkel, 2016, merkel, 2013, Obama; Cameron; Hollande; Putin; May; Netanyahu; Berlusconi; Erdogan; Abe; Rousseff
merkel, 2016, merkel, 2014, Obama; Cameron; Hollande; Putin; Erdogan; Renzi; Harper; Modi; Rousseff; Abe
merkel, 2016, merkel, 2015, Obama; Cameron; Hollande; Putin; May; Trudeau; Berlusconi; Renzi; Abe; Modi
major, 1990, major, 1991, principal; significant; key; important; chief; primary; main; major; considerable; substantial
major, 1990, major, 1992, significant; important; principal; primary; major; chief; key; leading; critical; substantial
major, 1990, major, 1993, significant; important; primary; principal; major; key; chief; leading; main; substantial
major, 1990, major, 1994, significant; important; primary; principal; major; considerable; key; chief; leading; substantial
major, 1990, major, 1995, significant; important; principal; chief; primary; main; major; substantial; considerable; key
major, 1990, major, 1996, significant; important; principal; primary; major; chief; key; leading; major-league; critical
major, 1990, blair, 1997, significant; important; principal; primary; chief; main; substantial; considerable; notable; leading
major, 1990, blair, 1998, significant; important; principal; primary; key; chief; main; leading; major; substantial
major, 1990, blair, 1999, significant; important; main; primary; principal; major; key; substantial; considerable; leading
major, 1990, blair, 2000, significant; important; primary; principal; major; chief; key; central; leading; considerable
major, 1990, blair, 2001, significant; important; primary; principal; major; key; chief; leading; main; central
major, 1990, blair, 2002, principal; significant; key; main; important; chief; primary; leading; major; central
major, 1990, blair, 2003, significant; important; principal; primary; major; chief; key; crucial; central; leading
major, 1990, blair, 2004, significant; important; principal; primary; chief; major; key; leading; central; substantial
major, 1990, blair, 2005, significant; important; principal; primary; major; chief; key; leading; main; major-league
major, 1990, blair, 2006, significant; important; principal; critical; main; substantial; considerable; key; vital; major
major, 1990, brown, 2007, significant; important; primary; principal; key; chief; main; leading; major; substantial
major, 1990, brown, 2008, significant; important; primary; principal; key; major; chief; leading; foremost; central
major, 1990, brown, 2009, significant; important; principal; primary; chief; key; major; leading; foremost; central
major, 1990, cameron, 2010, significant; important; principal; chief; major; primary; key; leading; main; central
major, 1990, cameron, 2011, significant; important; primary; principal; key; major; considerable; main; substantial; chief
major, 1990, cameron, 2012, significant; important; primary; principal; major; key; main; chief; leading; substantial
major, 1990, cameron, 2013, significant; important; principal; key; major; considerable; substantial; primary; prominent; critical
major, 1990, cameron, 2014, significant; important; principal; primary; chief; main; key; leading; foremost; major
major, 1990, cameron, 2015, significant; important; primary; principal; chief; major; key; considerable; substantial; central
major, 1990, cameron, 2016, significant; important; principal; primary; major; chief; main; leading; key; noteworthy
major, 1991, major, 1990, significant; important; principal; key; primary; major; critical; essential; leading; substantial
major, 1991, major, 1992, significant; important; principal; substantial; considerable; primary; chief; main; notable; key
major, 1991, major, 1993, significant; important; key; primary; chief; principal; major; critical; main; leading
major, 1991, major, 1994, significant; important; principal; primary; major; considerable; substantial; key; chief; leading
major, 1991, major, 1995, significant; important; principal; primary; chief; key; major; considerable; substantial; critical
major, 1991, major, 1996, significant; critical; important; principal; major; key; primary; substantial; leading; considerable
major, 1991, blair, 1997, significant; important; principal; primary; major; chief; key; central; leading; prominent
major, 1991, blair, 1998, primary; significant; principal; key; main; chief; important; major; considerable; notable
major, 1991, blair, 1999, significant; important; primary; principal; chief; major; key; leading; prominent; critical
major, 1991, blair, 2000, significant; important; key; principal; substantial; major; considerable; primary; central; essential
major, 1991, blair, 2001, significant; important; primary; principal; key; substantial; considerable; major; leading; chief
major, 1991, blair, 2002, significant; important; primary; principal; key; major; chief; leading; critical; substantial
major, 1991, blair, 2003, significant; important; substantial; considerable; primary; principal; major; key; central; major-league
major, 1991, blair, 2004, significant; important; primary; principal; major; key; chief; main; leading; considerable
major, 1991, blair, 2005, significant; important; primary; principal; major; considerable; key; substantial; leading; chief
major, 1991, blair, 2006, significant; important; principal; primary; major; substantial; considerable; key; chief; leading
major, 1991, brown, 2007, significant; important; principal; primary; chief; major; key; leading; central; substantial
major, 1991, brown, 2008, significant; important; principal; primary; major; key; central; leading; chief; critical
major, 1991, brown, 2009, significant; important; primary; principal; key; major; chief; leading; prominent; notable
major, 1991, cameron, 2010, significant; important; primary; principal; major; key; chief; main; leading; central
major, 1991, cameron, 2011, significant; important; principal; considerable; substantial; chief; primary; prominent; leading; main
major, 1991, cameron, 2012, principal; significant; substantial; chief; primary; main; considerable; important; great; prominent
major, 1991, cameron, 2013, significant; important; primary; principal; chief; key; substantial; leading; major; considerable
major, 1991, cameron, 2014, significant; important; primary; principal; chief; key; major; leading; main; prominent
major, 1991, cameron, 2015, significant; important; principal; primary; major; chief; key; main; central; leading
major, 1991, cameron, 2016, significant; important; key; principal; chief; main; major; considerable; substantial; primary
major, 1992, major, 1990, significant; important; primary; principal; chief; key; major; leading; major; substantial
major, 1992, major, 1991, significant; important; principal; primary; chief; leading; main; substantial; considerable; key
major, 1992, major, 1993, significant; important; primary; principal; major; considerable; key; leading; major-league; chief
major, 1992, major, 1994, significant; significant; important; principal; primary; chief; key; major; considerable; substantial
major, 1992, major, 1995, significant; important; primary; principal; chief; leading; predominant; key; substantial; considerable
major, 1992, major, 1996, significant; important; principal; primary; major; key; chief; main; leading; critical
major, 1992, blair, 1997, significant; important; principal; primary; key; major; substantial; chief; leading; considerable
major, 1992, blair, 1998, significant; important; principal; chief; primary; key; major; leading; main; substantial
major, 1992, blair, 1999, significant; important; considerable; primary; main; principal; key; substantial; major; critical
major, 1992, blair, 2000, principal; significant; key; main; important; chief; primary; major; leading; central
major, 1992, blair, 2001, significant; important; principal; primary; chief; major; key; leading; main; central
major, 1992, blair, 2002, significant; important; principal; primary; chief; key; major; main; leading; critical
major, 1992, blair, 2003, significant; important; primary; principal; considerable; major; substantial; key; chief; notable
major, 1992, blair, 2004, significant; important; principal; major; primary; chief; leading; critical; substantial; key
major, 1992, blair, 2005, significant; important; major; primary; substantial; considerable; key; principal; notable; chief
major, 1992, blair, 2006, significant; important; principal; primary; chief; leading; critical; substantial; notable; key
major, 1992, brown, 2007, significant; important; principal; primary; major; chief; key; central; main; leading
major, 1992, brown, 2008, significant; important; principal; key; major; primary; chief; leading; central; critical
major, 1992, brown, 2009, significant; important; principal; primary; major; chief; considerable; substantial; key; notable
major, 1992, cameron, 2010, significant; important; primary; principal; major; key; main; chief; leading; considerable
major, 1992, cameron, 2011, significant; important; main; principal; key; chief; primary; major; notable; central
major, 1992, cameron, 2012, significant; important; primary; principal; major; key; substantial; chief; noteworthy; considerable
major, 1992, cameron, 2013, principal; significant; important; considerable; main; chief; substantial; notable; primary; key
major, 1992, cameron, 2014, significant; important; primary; principal; major; chief; key; main; leading; considerable
major, 1992, cameron, 2015, significant; important; primary; principal; chief; major; key; central; leading; substantial
major, 1992, cameron, 2016, significant; important; principal; primary; major; substantial; key; chief; leading; critical
major, 1993, major, 1990, significant; important; principal; primary; major; key; chief; capital; leading; substantial
major, 1993, major, 1991, significant; important; primary; principal; major; chief; key; central; leading; substantial
major, 1993, major, 1992, significant; important; principal; primary; key; major; chief; leading; main; considerable
major, 1993, major, 1994, significant; important; principal; primary; chief; key; main; major; leading; substantial
major, 1993, major, 1995, significant; important; principal; primary; major; key; chief; central; main; leading
major, 1993, major, 1996, significant; important; primary; chief; principal; considerable; key; substantial; main; major
major, 1993, blair, 1997, significant; important; primary; chief; principal; key; central; main; leading; major
major, 1993, blair, 1998, significant; important; primary; principal; major; chief; key; central; essential; main
major, 1993, blair, 1999, significant; important; critical; principal; primary; major; key; chief; substantial; considerable
major, 1993, blair, 2000, significant; important; principal; primary; chief; major; key; central; leading; fundamental
major, 1993, blair, 2001, significant; important; substantial; considerable; primary; key; principal; major; notable; essential
major, 1993, blair, 2002, significant; important; considerable; principal; substantial; primary; key; chief; major; notable
major, 1993, blair, 2003, significant; important; primary; chief; principal; major; key; leading; main; substantial
major, 1993, blair, 2004, significant; important; principal; primary; key; chief; main; major; substantial; considerable
major, 1993, blair, 2005, important; significant; primary; principal; chief; major; key; main; central; leading
major, 1993, blair, 2006, principal; significant; major; important; chief; primary; key; leading; foremost; central
major, 1993, brown, 2007, significant; important; primary; principal; chief; major; critical; key; essential; leading
major, 1993, brown, 2008, significant; important; primary; principal; major; chief; leading; substantial; key; considerable
major, 1993, brown, 2009, significant; important; primary; principal; major; key; chief; major; substantial; critical
major, 1993, cameron, 2010, significant; important; primary; principal; major; chief; leading; key; substantial; considerable
major, 1993, cameron, 2011, important; significant; principal; primary; major; chief; key; main; leading; major-league
major, 1993, cameron, 2012, significant; important; principal; primary; key; chief; major; substantial; central; leading
major, 1993, cameron, 2013, significant; important; primary; principal; major; key; chief; critical; fundamental; central
major, 1993, cameron, 2014, significant; important; principal; primary; major; key; chief; leading; main; substantial
major, 1993, cameron, 2015, significant; important; primary; major; principal; key; chief; leading; central; substantial
major, 1993, cameron, 2016, significant; important; primary; principal; major; substantial; key; leading; chief; majorly
major, 1994, major, 1990, significant; important; primary; principal; key; chief; major; leading; foremost; main
major, 1994, major, 1991, significant; important; principal; chief; primary; main; considerable; substantial; notable; key
major, 1994, major, 1992, significant; important; principal; considerable; substantial; main; chief; major; primary; key
major, 1994, major, 1993, significant; important; substantial; considerable; primary; principal; serious; key; leading; major
major, 1994, major, 1995, significant; important; principal; major; key; primary; chief; leading; main; central
major, 1994, major, 1996, significant; important; primary; chief; principal; key; major; fundamental; main; substantial
major, 1994, blair, 1997, significant; important; principal; primary; major; chief; key; leading; predominant; substantial
major, 1994, blair, 1998, significant; important; principal; primary; chief; key; central; major; leading; main
major, 1994, blair, 1999, significant; important; principal; primary; major; key; chief; main; leading; prominent
major, 1994, blair, 2000, significant; important; principal; primary; key; major; critical; chief; leading; substantial
major, 1994, blair, 2001, significant; important; primary; principal; chief; key; major; substantial; critical; considerable
major, 1994, blair, 2002, significant; important; chief; principal; major; primary; key; leading; main; critical
major, 1994, blair, 2003, major;significant;important;primary;principal;chief;leading;foremost;main;central
major, 1994, blair, 2004, principal; significant; main; important; major; chief; primary; key; leading; substantial
major, 1994, blair, 2005, significant; important; primary; principal; major; key; central; chief; leading; main
major, 1994, blair, 2006, significant; important; principal; primary; major; chief; key; leading; prominent; main
major, 1994, brown, 2007, significant; important; principal; chief; primary; major; key; main; leading; considerable
major, 1994, brown, 2008, significant; important; primary; principal; major; critical; key; central; leading; substantial
major, 1994, brown, 2009, significant; important; principal; primary; chief; main; considerable; substantial; major; leading
major, 1994, cameron, 2010, significant; important; principal; primary; key; chief; main; leading; major; central
major, 1994, cameron, 2011, significant; important; principal; primary; major; considerable; chief; substantial; key; leading
major, 1994, cameron, 2012, significant; important; primary; principal; major; chief; key; substantial; leading; considerable
major, 1994, cameron, 2013, significant; important; principal; primary; major; chief; key; main; leading; central
major, 1994, cameron, 2014, significant; important; principal; primary; considerable; main; substantial; key; major; critical
major, 1994, cameron, 2015, significant; primary; principal; major; important; key; chief; leading; prominent; considerable
major, 1994, cameron, 2016, significant; important; primary; principal; major; key; chief; leading; central; main
major, 1995, major, 1990, significant; considerable; primary; principal; major; important; chief; leading; main; key
major, 1995, major, 1991, significant; important; primary; principal; key; central; chief; leading; substantial; major
major, 1995, major, 1992, significant; important; primary; principal; chief; key; major; critical; main; leading
major, 1995, major, 1993, significant; important; principal; primary; key; major; considerable; substantial; central; chief
